Name,Points,Tags,Status,Pomos (25 mins),Do Date,Related To,Relates,Source,Created Time,Last edited time,Problem Statement,Day Completed,Pattern
Longest Substring with At Least K Repeating Characters - Leetcode,1700,,waiting,1,,,,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters/,"Feb 16, 2021 3:16 PM","May 23, 2021 8:53 AM",,,"../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../String%2031fee88325084b2db1f8d82cce81360c.md"
Smallest Subsequence of Distinct Characters - LeetCode,,,waiting,,,,,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters/,"Feb 16, 2021 4:22 PM","May 20, 2021 9:55 AM",,,
Minimum Initial Energy to Finish Tasks - LeetCode,2000,,waiting,,,,,https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks/,"Feb 16, 2021 4:22 PM","May 20, 2021 9:55 AM",,,
Cut Ribbons of Same Length,1500,,done,,"Feb 17, 2021",,,https://binarysearch.com/contest/Weekly-Contest-46-Wgbjnsf4qw?questionsetIndex=1,"Feb 17, 2021 8:06 AM","Mar 31, 2021 8:59 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Binary%20Search%20c1187205516c42ac9b3b3c69f153914a.md"
Stock Order Execution,1500,,waiting,2,,,,https://binarysearch.com/contest/Weekly-Contest-46-Wgbjnsf4qw?questionsetIndex=2,"Feb 17, 2021 8:11 AM","Feb 18, 2021 7:45 AM",,,
Maximize Rook Square Values,1800,,waiting,1,"Feb 17, 2021",,,https://binarysearch.com/contest/Weekly-Contest-46-Wgbjnsf4qw?questionsetIndex=3,"Feb 17, 2021 8:51 AM","May 23, 2021 8:53 AM",,,"../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md, ../Cumulative%2073b8950eb0ab42228e72265c36aec690.md, ../Dp%2071e29475df134130a63445f5437e90ee.md"
Maximum Penalty in a tree,1500,arcesium,done,,"Feb 16, 2021",,,,"Feb 17, 2021 9:25 AM","Feb 17, 2021 9:29 AM",,,
Reach n → m,1600,arcesium,done,,"Feb 16, 2021",,,,"Feb 17, 2021 9:29 AM","May 11, 2021 8:59 AM",,,../BFS%2064f502c16c04413cb7e65786ad3a4f0d.md
Largest Merge Of Two Strings - LeetCode,1500,,waiting,,,,,https://leetcode.com/problems/largest-merge-of-two-strings/,"Feb 18, 2021 8:17 AM","Mar 01, 2021 3:43 PM",,,"../Two%20Pointers%205f3e09475eb74b08b0880a7c6e1baa74.md, ../String%2031fee88325084b2db1f8d82cce81360c.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md"
Largest Consecutive Subset,1500,own,ok,,"Feb 19, 2021",,,,"Feb 18, 2021 9:00 AM","May 11, 2021 9:04 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md"
Characters in Each Bracket Depth | binarysearch,1500,,done,2,"Feb 18, 2021",,,https://binarysearch.com/problems/Characters-in-Each-Bracket-Depth,"Feb 18, 2021 1:17 PM","May 11, 2021 9:04 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md"
Longest Consecutive Sublist | binarysearch,1700,,done,,"Feb 19, 2021",,,https://binarysearch.com/problems/Longest-Consecutive-Sublist,"Feb 18, 2021 1:24 PM","Mar 01, 2021 3:43 PM",,,"../Two%20Pointers%205f3e09475eb74b08b0880a7c6e1baa74.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md"
Minimum changes in file diff,1600,joveo,done,1,"Feb 18, 2021",,,,"Feb 18, 2021 11:55 PM","Mar 01, 2021 8:46 AM",,,"../Two%20Pointers%205f3e09475eb74b08b0880a7c6e1baa74.md, ../String%2031fee88325084b2db1f8d82cce81360c.md, ../Dp%2071e29475df134130a63445f5437e90ee.md"
Print changes in minimum file diff,1600,joveo,waiting,1,"Feb 18, 2021",,,,"Feb 18, 2021 11:56 PM","May 20, 2021 9:56 AM",,,"../Dp%2071e29475df134130a63445f5437e90ee.md, ../String%2031fee88325084b2db1f8d82cce81360c.md, ../Two%20Pointers%205f3e09475eb74b08b0880a7c6e1baa74.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md"
Split Digits to Sum Closest To Target | binarysearch,2000,,waiting,,,,,https://binarysearch.com/problems/Split-Digits-to-Sum-Closest-To-Target,"Feb 19, 2021 7:57 AM","May 23, 2021 8:53 AM",,,../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md
Spiral Matrix III - LeetCode,1500,,ok,2,"Feb 23, 2021",https://www.notion.so/Spiral-Matrix-59bb07ea77464b4881b0135bcd8e2e95,,https://leetcode.com/problems/spiral-matrix-iii/,"Feb 19, 2021 9:33 AM","Feb 23, 2021 8:15 AM",,,../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md
Spiral Matrix II - LeetCode,1500,,done,1,"Feb 20, 2021",https://www.notion.so/Spiral-Matrix-59bb07ea77464b4881b0135bcd8e2e95,,https://leetcode.com/problems/spiral-matrix-ii/,"Feb 20, 2021 7:39 AM","Feb 22, 2021 9:57 PM",,,../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md
Maximize Palindrome Length From Subsequences - LeetCode,2000,,waiting,,,,,https://leetcode.com/problems/maximize-palindrome-length-from-subsequences/,"Feb 20, 2021 11:21 PM","May 23, 2021 8:53 AM",,,../Dp%2071e29475df134130a63445f5437e90ee.md
Maximum Score from Performing Multiplication Operations - Leetcode,1600,,done,4,"Feb 21, 2021",https://www.notion.so/Stone-Game-VII-2888cd0740d34f57bd073f679581ed73,,https://leetcode.com/problems/maximum-score-from-performing-multiplication-operations/,"Feb 20, 2021 11:22 PM","Mar 04, 2021 9:28 AM",,,"../Two%20Pointers%205f3e09475eb74b08b0880a7c6e1baa74.md, ../Dp%2071e29475df134130a63445f5437e90ee.md"
Minimum Number of Operations to Move All Balls to Each Box - LeetCode,1200,,done,,"Feb 22, 2021",,,https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box/,"Feb 20, 2021 11:23 PM","Feb 22, 2021 9:52 PM",,,../Cumulative%2073b8950eb0ab42228e72265c36aec690.md
Form Array by Concatenating Subarrays of Another Array - LeetCode,1700,,waiting,,,,,https://leetcode.com/problems/form-array-by-concatenating-subarrays-of-another-array/,"Feb 22, 2021 9:12 PM","May 23, 2021 8:53 AM",,,../Subarray%20ef1d425ad64945bf849cd2e45d4ee4aa.md
Four Divisors - LeetCode,1500,,done,,"Feb 25, 2021",,,https://leetcode.com/problems/four-divisors/,"Feb 23, 2021 8:19 AM","Feb 25, 2021 8:55 AM",,,../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md
Point Distances with Shared Coordinate | binarysearch,1600,,done,1,"Mar 07, 2021",,,https://binarysearch.com/problems/Point-Distances-with-Shared-Coordinate,"Feb 23, 2021 9:01 AM","Mar 07, 2021 7:57 AM",,,"../Hashing%20dc1f706a2c0b4b5eb6ee200a3ab1ae98.md, ../Binary%20Search%20c1187205516c42ac9b3b3c69f153914a.md"
Towers Without a Valley,2000,,waiting,1,,,,https://binarysearch.com/contest/Weekly-Contest-47-FeZJewLaN1?questionsetIndex=3,"Feb 24, 2021 8:02 AM","May 23, 2021 8:53 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Mountain%20ee442d1ed8db46bca6e11b0782836dab.md"
Minimum Genetic Mutation - LeetCode,1500,,ok,,"Feb 25, 2021",https://www.notion.so/Word-Ladder-30bb42508a634620b3af4659a06dfd76,,https://leetcode.com/problems/minimum-genetic-mutation/,"Feb 25, 2021 8:12 AM","Feb 25, 2021 8:26 AM",,,
Word Ladder II - LeetCode,2000,,waiting,,,,,https://leetcode.com/problems/word-ladder-ii/,"Feb 25, 2021 8:12 AM","May 20, 2021 9:55 AM",,,
Top K Frequent Elements - Leetcode,1600,,ok,2,,https://www.notion.so/Top-k-largest-elements-773ec208a41d401287f6ba91cb8f4c5b,,https://leetcode.com/problems/top-k-frequent-elements/,"Feb 26, 2021 8:46 AM","Mar 01, 2021 3:43 PM",,,../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md
Top k largest elements,1500,,done,,"Feb 26, 2021",,https://www.notion.so/Top-K-Frequent-Elements-Leetcode-33cc6c93f93640178db28e2d33256e63,,"Feb 26, 2021 8:57 AM","Feb 26, 2021 9:33 AM",,,../Heap%20334172565f6640f4b4ad4260a53d6d3a.md
Equal Sum Arrays With Minimum Number of Operations - LeetCode,1500,,done,2,"Feb 27, 2021",,,https://leetcode.com/problems/equal-sum-arrays-with-minimum-number-of-operations/,"Feb 27, 2021 11:20 PM","Mar 01, 2021 3:43 PM",,,"../Two%20Pointers%205f3e09475eb74b08b0880a7c6e1baa74.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md"
Car Fleet II - LeetCode,2000,,waiting,,,,,https://leetcode.com/problems/car-fleet-ii/,"Feb 28, 2021 7:22 AM","May 23, 2021 8:53 AM",,,
Closest Dessert Cost - LeetCode,1500,,waiting,,,https://www.notion.so/Number-of-Dice-Rolls-With-Target-Sum-LeetCode-8f3ced67f8864672aaa9abb2eb67aeae,,https://leetcode.com/problems/closest-dessert-cost/,"Feb 28, 2021 7:23 AM","May 20, 2021 9:56 AM",,,../Recursion%20cc19c59122e4470f90cfd5d1fcb17409.md
Number of Dice Rolls With Target Sum - LeetCode,1500,,done,1,"Feb 28, 2021",,https://www.notion.so/Closest-Dessert-Cost-LeetCode-4430e31229504edcab9f6a9045854b3d,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/,"Feb 28, 2021 7:26 AM","Feb 28, 2021 7:47 AM",,,../Dp%2071e29475df134130a63445f5437e90ee.md
Number of Monotonically Increasing Lists | binarysearch,2000,,done,4,"Mar 03, 2021",,,https://binarysearch.com/problems/Number-of-Monotonically-Increasing-Lists,"Mar 01, 2021 8:29 AM","Mar 03, 2021 8:02 AM",,,"../Dp%2071e29475df134130a63445f5437e90ee.md, ../Memoization%203d8746a97f69472cb4c77cce395c8ca8.md"
Rotate a Box Under Gravity | binarysearch,1500,,done,,"Mar 01, 2021",,,https://binarysearch.com/problems/Rotate-a-Box-Under-Gravity,"Mar 01, 2021 8:33 AM","Mar 01, 2021 3:43 PM",,,"../Two%20Pointers%205f3e09475eb74b08b0880a7c6e1baa74.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md"
Last Value Map | binarysearch,1500,,done,,"Mar 01, 2021",,,https://binarysearch.com/problems/Last-Value-Map,"Mar 01, 2021 8:34 AM","Mar 06, 2021 3:58 PM",,,../Hashing%20dc1f706a2c0b4b5eb6ee200a3ab1ae98.md
Get the nth string in the sequence,1300,goldman sachs,done,,"Mar 01, 2021",,,,"Mar 01, 2021 5:17 PM","Mar 06, 2021 3:59 PM",,,"../String%2031fee88325084b2db1f8d82cce81360c.md, ../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md"
A - A*B*C,1500,,done,1,"Mar 02, 2021",,,https://atcoder.jp/contests/arc113/tasks/arc113_a,"Mar 02, 2021 8:13 AM","Mar 02, 2021 8:58 AM",,,../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md
B - A^B^C,1700,,waiting,,,,,https://atcoder.jp/contests/arc113/tasks/arc113_b,"Mar 02, 2021 8:29 AM","May 20, 2021 9:55 AM",,,../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md
Maximum Absolute Value of Sublist | binarysearch,1500,,done,,,,,https://binarysearch.com/problems/Maximum-Absolute-Value-of-Sublist,"Mar 03, 2021 8:18 AM","Mar 03, 2021 8:18 AM",,,"../Subarray%20ef1d425ad64945bf849cd2e45d4ee4aa.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md"
K Adjacent Swaps to Make Minimum Integer | binarysearch,2000,,waiting,1,,,,https://binarysearch.com/problems/K-Adjacent-Swaps-to-Make-Minimum-Integer,"Mar 03, 2021 9:01 AM","May 23, 2021 8:53 AM",,,"../String%2031fee88325084b2db1f8d82cce81360c.md, ../String%20Sort%208b1d83e8165540abbba208eb208ec5a0.md"
Number of Non-Overlapping Sublists With Sum of Target | binarysearch,1600,,ok,,"Mar 03, 2021",,,https://binarysearch.com/problems/Number-of-Non-Overlapping-Sublists-With-Sum-of-Target,"Mar 03, 2021 9:20 AM","Mar 03, 2021 9:28 AM",,,"../Subarray%20ef1d425ad64945bf849cd2e45d4ee4aa.md, ../Intervals%20ebd124f2083d4f999c01b25e664d9e01.md"
Scan a big Number,,,waiting,,,,,,"Mar 03, 2021 10:08 PM","May 23, 2021 8:53 AM",,,
Find Celebrity,,,waiting,,,,,,"Mar 03, 2021 10:16 PM","May 23, 2021 8:53 AM",,,../Graphs%20429761a7bf524bd984bacb37409f2858.md
K Numbers Greater Than or Equal to K | binarysearch,1300,,done,,"Mar 04, 2021",,,https://binarysearch.com/problems/K-Numbers-Greater-Than-or-Equal-to-K,"Mar 04, 2021 9:05 AM","Mar 04, 2021 11:40 PM",,,../Sorting%20Algorithms%205c0a4b35496f4ead9e9b40f16582d479.md
Reorder List - Leetcode,1600,,ok,,,,,https://leetcode.com/problems/reorder-list/,"Mar 05, 2021 10:35 AM","Mar 05, 2021 10:40 AM",,,../Linked%20List%20fed40f1dbcfc43d9913de240bdc06f68.md
Search in Rotated Sorted Array - LeetCode,1500,goldman sachs,ok,,"Mar 05, 2021",,,https://leetcode.com/problems/search-in-rotated-sorted-array/,"Mar 05, 2021 9:12 PM","Mar 06, 2021 10:06 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Sorting%20Algorithms%205c0a4b35496f4ead9e9b40f16582d479.md, ../Binary%20Search%20c1187205516c42ac9b3b3c69f153914a.md"
Dijkstra's Algorithm,,,done,,"Mar 27, 2021",,,,"Mar 06, 2021 4:24 PM","Mar 27, 2021 5:34 PM",,,../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md
Number of Restricted Paths From First to Last Node - Leetcode,1600,,done,2,"Mar 06, 2021",,,https://leetcode.com/problems/number-of-restricted-paths-from-first-to-last-node/,"Mar 06, 2021 4:48 PM","Mar 06, 2021 4:51 PM",,,"../Algorithms%201c9aec7b298b42618a56ab794407b400.md, ../Graphs%20429761a7bf524bd984bacb37409f2858.md"
Sum of Beauty of All Substrings - LeetCode,1200,,done,,"Mar 06, 2021",,,https://leetcode.com/problems/sum-of-beauty-of-all-substrings/,"Mar 06, 2021 5:04 PM","Mar 06, 2021 5:46 PM",,,../Sliding%20Window%2057edd445fc8d49ac98bcd1076bcdd3aa.md
Window Limits | binarysearch,1600,,done,2,"Mar 06, 2021",,,https://binarysearch.com/problems/Window-Limits,"Mar 06, 2021 5:46 PM","Mar 06, 2021 5:46 PM",,,../Sliding%20Window%2057edd445fc8d49ac98bcd1076bcdd3aa.md
Make the XOR of All Segments Equal to Zero - LeetCode,2000,,waiting,,,,,https://leetcode.com/problems/make-the-xor-of-all-segments-equal-to-zero/,"Mar 06, 2021 10:40 PM","May 20, 2021 9:55 AM",,,
Largest One Submatrix with Column Swaps | binarysearch,1600,,done,,"Mar 07, 2021",https://www.notion.so/Largest-Submatrix-With-Rearrangements-LeetCode-533a14be49a74598be0877ba4a886fbb,,https://binarysearch.com/problems/Largest-One-Submatrix-with-Column-Swaps,"Mar 07, 2021 8:34 AM","Mar 08, 2021 7:41 AM",,,"../Matrix%204e063cbec5124ef1af380e9e5daf8ffb.md, ../Cumulative%2073b8950eb0ab42228e72265c36aec690.md"
How to maintain maximum of set of elements with updates,1600,,waiting,,,,,,"Mar 07, 2021 11:05 PM","May 20, 2021 9:56 AM",,,../Custom%20datastructures%206c89204250cd4dbb88ef0addf2ca20a3.md
Distinct Subsequences - LeetCode,2000,,waiting,,,,,https://leetcode.com/problems/distinct-subsequences/,"Mar 08, 2021 8:36 AM","May 20, 2021 9:55 AM",,,../String%2031fee88325084b2db1f8d82cce81360c.md
Compressed Vector Product | binarysearch,1500,,done,,"Mar 09, 2021",,,https://binarysearch.com/problems/Compressed-Vector-Product,"Mar 08, 2021 8:58 AM","Mar 09, 2021 8:17 AM",,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Two%20Pointers%205f3e09475eb74b08b0880a7c6e1baa74.md"
Maximum Average Pass Ratio - Leetcode,,,done,,"Mar 18, 2021",,,https://leetcode.com/problems/maximum-average-pass-ratio/,"Mar 13, 2021 9:01 PM","Mar 18, 2021 8:22 AM",,,"../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Heap%20334172565f6640f4b4ad4260a53d6d3a.md"
Maximum Score of a Good Subarray - Leetcode,1700,,ok,2,"Mar 15, 2021",https://www.notion.so/Trapping-Rain-Water-0be342871bde41e39519ca7ecf0096b4,,https://leetcode.com/problems/maximum-score-of-a-good-subarray/,"Mar 13, 2021 9:02 PM","Mar 15, 2021 9:17 AM",,,"../Two%20Pointers%205f3e09475eb74b08b0880a7c6e1baa74.md, ../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md"
Drop a Ball Down the Stairs | binarysearch,1600,,done,3,"Mar 15, 2021",,,https://binarysearch.com/problems/Drop-a-Ball-Down-the-Stairs,"Mar 14, 2021 8:43 AM","Mar 16, 2021 7:02 AM",,,../Dp%2071e29475df134130a63445f5437e90ee.md
Divide Array in Sets of K Consecutive Numbers - LeetCode,1500,,done,1,"Mar 16, 2021",,,https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers/,"Mar 15, 2021 9:17 AM","Mar 16, 2021 7:32 AM",,,../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md
B - Special Subsets,1600,,done,,"Mar 16, 2021",,,https://atcoder.jp/contests/arc114/tasks/arc114_b,"Mar 16, 2021 7:36 AM","Mar 16, 2021 8:42 AM",,,"../Graphs%20429761a7bf524bd984bacb37409f2858.md, ../DFS%20ba39c3dceb894d178f88767d81fa001a.md"
E - Throne,1700,,waiting,,,,,https://atcoder.jp/contests/abc186/tasks/abc186_e,"Mar 17, 2021 8:08 AM","Mar 19, 2021 8:44 AM",,,../Number%20Theory%2002e26369bab8475881b8a6a9d7b33ca9.md
View Over People | binarysearch,1600,,done,1,"Mar 19, 2021",,,https://binarysearch.com/problems/View-Over-People,"Mar 19, 2021 8:44 AM","Mar 19, 2021 9:04 AM",,,../Stack%2067154e5bf7324feab7a8a732f028898b.md
Repeated Deletion | binarysearch,1500,,done,,"Mar 19, 2021",,,https://binarysearch.com/problems/Repeated-Deletion,"Mar 19, 2021 9:29 AM","Mar 19, 2021 9:43 AM",,,../String%2031fee88325084b2db1f8d82cce81360c.md
Kick_Start - Kick Start,1500,,done,1,"Mar 22, 2021",,,https://codingcompetitions.withgoogle.com/kickstart/round/00000000001a0069/0000000000414bfb,"Mar 20, 2021 8:42 AM","Mar 22, 2021 8:02 AM",,,"../Cumulative%2073b8950eb0ab42228e72265c36aec690.md, ../String%2031fee88325084b2db1f8d82cce81360c.md"
Maximum Coins - Kick Start,,,done,1,"Mar 20, 2021",,,https://codingcompetitions.withgoogle.com/kickstart/round/00000000001a0069/0000000000414a23,"Mar 20, 2021 8:45 AM","Mar 20, 2021 8:53 AM",,,../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md
Combination Lock - Kick Start,1800,,waiting,,,,,https://codingcompetitions.withgoogle.com/kickstart/round/00000000001a0069/0000000000414a24,"Mar 20, 2021 8:52 AM","May 23, 2021 8:53 AM",,,
K-Goodness String - Kick Start,,,done,,"Mar 22, 2021",,,https://codingcompetitions.withgoogle.com/kickstart/round/0000000000436140/000000000068cca3,"Mar 20, 2021 1:55 PM","Mar 28, 2021 10:49 PM",,,
L Shaped Plots - Kick Start,,,done,,"Mar 22, 2021",,,https://codingcompetitions.withgoogle.com/kickstart/round/0000000000436140/000000000068c509,"Mar 20, 2021 1:56 PM","Mar 28, 2021 10:50 PM",,,
Rabbit House - Kick Start,,,waiting,,,,,https://codingcompetitions.withgoogle.com/kickstart/round/0000000000436140/000000000068cb14,"Mar 20, 2021 1:56 PM","May 23, 2021 8:53 AM",,,
Checksum - Kick Start,,,waiting,,,,,https://codingcompetitions.withgoogle.com/kickstart/round/0000000000436140/000000000068c2c3,"Mar 20, 2021 1:57 PM","May 23, 2021 8:53 AM",,,
Number of Concatenations to Create Subsequence | binarysearch,,,done,,"Mar 22, 2021",,,https://binarysearch.com/problems/Number-of-Concatenations-to-Create-Subsequence,"Mar 21, 2021 8:56 AM","Mar 28, 2021 10:50 PM",,,
Design Authentication Manager - LeetCode,,,waiting,,,,,https://leetcode.com/problems/design-authentication-manager/,"Mar 22, 2021 8:06 AM","May 23, 2021 8:53 AM",,,
Maximum Number of Consecutive Values You Can Make - LeetCode,1600,,done,,"Mar 25, 2021",,,https://leetcode.com/problems/maximum-number-of-consecutive-values-you-can-make/,"Mar 23, 2021 7:56 AM","Mar 30, 2021 8:43 AM",,,"../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Expanding%20the%20Horizon%20eeba4344785a4965a07f02ae166bd2fd.md"
Facebook | Minimum number of people to spread a message - LeetCode Discuss,,,waiting,,,,,https://leetcode.com/discuss/interview-question/algorithms/124827/find-minimum-number-of-people-to-reach-to-spread-a-message-across-all-people-in-twitter%20%F0%9F%91%8C%202%20+,"Mar 25, 2021 8:46 AM","May 20, 2021 9:55 AM",,,
Minimum Number of Operations to Reinitialize a Permutation - LeetCode,1000,,done,,"Mar 27, 2021",,,https://leetcode.com/problems/minimum-number-of-operations-to-reinitialize-a-permutation/,"Mar 27, 2021 10:16 PM","Mar 28, 2021 7:51 AM",,,../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md
Number of Different Integers in a String - LeetCode,1300,,done,,"Mar 27, 2021",,,https://leetcode.com/problems/number-of-different-integers-in-a-string/,"Mar 27, 2021 10:16 PM","Mar 28, 2021 8:27 AM",,,"../String%2031fee88325084b2db1f8d82cce81360c.md, ../Traversal%20dca46f72f93e4db583e0e72ba3dc6fdb.md"
Evaluate the Bracket Pairs of a String - LeetCode,1200,,done,,"Mar 27, 2021",,,https://leetcode.com/problems/evaluate-the-bracket-pairs-of-a-string/,"Mar 27, 2021 10:17 PM","Mar 28, 2021 8:27 AM",,,../Hashing%20dc1f706a2c0b4b5eb6ee200a3ab1ae98.md
Maximize Number of Nice Divisors - LeetCode,1700,,waiting,,"Mar 27, 2021",,,https://leetcode.com/problems/maximize-number-of-nice-divisors/,"Mar 27, 2021 10:18 PM","May 23, 2021 8:53 AM",,,../Calculus%2055f3d17128ab46aabe15ed37cd933269.md
Moons and Umbrellas - Code Jam,,,waiting,,,,,https://codingcompetitions.withgoogle.com/codejam/round/000000000043580a/00000000006d1145,"Mar 29, 2021 8:41 AM","May 23, 2021 8:53 AM",,,
Reversort - Code Jam,,,done,,,,,https://codingcompetitions.withgoogle.com/codejam/round/000000000043580a/00000000006d0a5c,"Mar 29, 2021 8:41 AM","Mar 29, 2021 8:41 AM",,,
Reversort Engineering - Code Jam,1700,,waiting,,,,,https://codingcompetitions.withgoogle.com/codejam/round/000000000043580a/00000000006d12d7#problem,"Mar 30, 2021 8:36 AM","May 23, 2021 8:53 AM",,,../Construction%20baf5eaaa0bc4494fa78ad7ee1cd5efda.md
Maximum Value at a Given Index in a Bounded Array - LeetCode,,,done,,"Apr 01, 2021",,,https://leetcode.com/problems/maximum-value-at-a-given-index-in-a-bounded-array/,"Mar 30, 2021 8:44 AM","Apr 02, 2021 8:58 AM",,,../Binary%20Search%20c1187205516c42ac9b3b3c69f153914a.md
Intersection of Two Maps | binarysearch,1500,,waiting,,,,,https://binarysearch.com/problems/Intersection-of-Two-Maps,"Mar 31, 2021 7:59 AM","May 20, 2021 9:56 AM",,,
Jobs and Processor,,,ok,,"Apr 02, 2021",,,https://leetcode.com/discuss/interview-question/1138514/google-bangalore-onsite-backed-engineer-rejected,"Apr 02, 2021 8:07 AM","Apr 02, 2021 8:12 AM",,,"../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Intervals%20ebd124f2083d4f999c01b25e664d9e01.md"
Most Stones Removed with Same Row or Column - LeetCode,1500,,done,,"Apr 02, 2021",,,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/,"Apr 02, 2021 8:16 AM","Apr 02, 2021 8:53 AM",,,"../Graphs%20429761a7bf524bd984bacb37409f2858.md, ../DFS%20ba39c3dceb894d178f88767d81fa001a.md, ../Connected%20Components%207c547d2bc06f432eb3879d2831bfedcb.md"
Critical Connections in a Network - LeetCode,2000,,waiting,,,,,https://leetcode.com/problems/critical-connections-in-a-network/,"Apr 03, 2021 7:55 AM","May 20, 2021 9:55 AM",,,
Minimum Absolute Sum Difference - LeetCode,1500,,done,,,,,https://leetcode.com/problems/minimum-absolute-sum-difference/,"Apr 04, 2021 8:26 AM","Apr 04, 2021 8:26 AM",,,
Number of Different Subsequences GCDs - LeetCode,2000,,waiting,,,,,https://leetcode.com/problems/number-of-different-subsequences-gcds/,"Apr 04, 2021 8:26 AM","May 23, 2021 8:53 AM",,,
Count Nice Pairs in an Array - LeetCode,1500,,done,,,,,https://leetcode.com/problems/count-nice-pairs-in-an-array/,"Apr 05, 2021 7:22 AM","Apr 05, 2021 7:22 AM",,,
C2. k-LCM (hard version),1600,,done,,"Apr 05, 2021",,,https://codeforces.com/problemset/problem/1497/C2,"Apr 05, 2021 7:49 AM","Apr 05, 2021 8:28 AM",,,../Construction%20baf5eaaa0bc4494fa78ad7ee1cd5efda.md
E. Restoring the Permutation,1500,,done,1,"May 02, 2021",,,https://codeforces.com/problemset/problem/1506/E,"Apr 05, 2021 8:26 AM","May 02, 2021 9:36 AM",,https://www.notion.so/3-May-21-Monday-c1a0162c25dc4348af6ccab420ed5210,../Permutation%208595a3ebf80b4be8a8a82c37d55e65ee.md
Weighted Merge Interval | binarysearch,1500,,done,2,,,,https://binarysearch.com/problems/Weighted-Merge-Interval,"Apr 06, 2021 8:59 AM","Apr 11, 2021 8:34 AM",,https://www.notion.so/3-April-21-9039b11e89b84ab2b54e61189730204b,"../Interval%20Overlaps%20565fcb6c998148ab82b9ec576adcf781.md, ../Intervals%20ebd124f2083d4f999c01b25e664d9e01.md, ../Cumulative%2073b8950eb0ab42228e72265c36aec690.md"
Interval Painting | binarysearch,1600,,done,2,"Apr 11, 2021",,,https://binarysearch.com/problems/Interval-Painting,"Apr 11, 2021 8:30 AM","Apr 11, 2021 8:34 AM",,https://www.notion.so/12-April-21-3f2c4d0a3c934dd5af335121c19e0a71,"../Interval%20Overlaps%20565fcb6c998148ab82b9ec576adcf781.md, ../Cumulative%2073b8950eb0ab42228e72265c36aec690.md"
Minimum Parsing Tree | binarysearch,,,waiting,,,,,https://binarysearch.com/problems/Minimum-Parsing-Tree,"Apr 15, 2021 7:43 AM","May 23, 2021 8:53 AM",,,
Problem - 1513B - AND Sequences,,,waiting,,,,,https://codeforces.com/problemset/problem/1513/B,"Apr 15, 2021 8:04 AM","May 23, 2021 8:53 AM",,,
Single-Threaded CPU - LeetCode,,,waiting,,,,,https://leetcode.com/problems/single-threaded-cpu/,"Apr 17, 2021 10:33 PM","May 23, 2021 8:53 AM",,,../Intervals%20ebd124f2083d4f999c01b25e664d9e01.md
